Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","97","Hungary","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2532","F","FAO estimate",""
"FS","Suite of Food Security Indicators","97","Hungary","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2526","F","FAO estimate",""
"FS","Suite of Food Security Indicators","99","Iceland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2527","F","FAO estimate",""
"FS","Suite of Food Security Indicators","99","Iceland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2532","F","FAO estimate",""
"FS","Suite of Food Security Indicators","100","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2292","F","FAO estimate",""
"FS","Suite of Food Security Indicators","100","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2311","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2287","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2294","F","FAO estimate",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2385","F","FAO estimate",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2366","F","FAO estimate",""
"FS","Suite of Food Security Indicators","103","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2255","F","FAO estimate",""
"FS","Suite of Food Security Indicators","103","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2273","F","FAO estimate",""
"FS","Suite of Food Security Indicators","104","Ireland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2460","F","FAO estimate",""
"FS","Suite of Food Security Indicators","104","Ireland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2469","F","FAO estimate",""
"FS","Suite of Food Security Indicators","105","Israel","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2291","F","FAO estimate",""
"FS","Suite of Food Security Indicators","105","Israel","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2290","F","FAO estimate",""
"FS","Suite of Food Security Indicators","106","Italy","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2517","F","FAO estimate",""
"FS","Suite of Food Security Indicators","106","Italy","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2523","F","FAO estimate",""
"FS","Suite of Food Security Indicators","109","Jamaica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2440","F","FAO estimate",""
"FS","Suite of Food Security Indicators","109","Jamaica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2446","F","FAO estimate",""
"FS","Suite of Food Security Indicators","110","Japan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2415","F","FAO estimate",""
"FS","Suite of Food Security Indicators","110","Japan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2415","F","FAO estimate",""
"FS","Suite of Food Security Indicators","112","Jordan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2298","F","FAO estimate",""
"FS","Suite of Food Security Indicators","112","Jordan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2332","F","FAO estimate",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2364","F","FAO estimate",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2337","F","FAO estimate",""
"FS","Suite of Food Security Indicators","114","Kenya","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2181","F","FAO estimate",""
"FS","Suite of Food Security Indicators","114","Kenya","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2213","F","FAO estimate",""
"FS","Suite of Food Security Indicators","83","Kiribati","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2195","F","FAO estimate",""
"FS","Suite of Food Security Indicators","83","Kiribati","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2192","F","FAO estimate",""
"FS","Suite of Food Security Indicators","118","Kuwait","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2467","F","FAO estimate",""
"FS","Suite of Food Security Indicators","118","Kuwait","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2475","F","FAO estimate",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2339","F","FAO estimate",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2324","F","FAO estimate",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2322","F","FAO estimate",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2336","F","FAO estimate",""
"FS","Suite of Food Security Indicators","119","Latvia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2465","F","FAO estimate",""
"FS","Suite of Food Security Indicators","119","Latvia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2444","F","FAO estimate",""
"FS","Suite of Food Security Indicators","121","Lebanon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2386","F","FAO estimate",""
"FS","Suite of Food Security Indicators","121","Lebanon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2390","F","FAO estimate",""
"FS","Suite of Food Security Indicators","122","Lesotho","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2293","F","FAO estimate",""
"FS","Suite of Food Security Indicators","122","Lesotho","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2301","F","FAO estimate",""
"FS","Suite of Food Security Indicators","123","Liberia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2187","F","FAO estimate",""
"FS","Suite of Food Security Indicators","123","Liberia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2206","F","FAO estimate",""
"FS","Suite of Food Security Indicators","124","Libya","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2374","F","FAO estimate",""
"FS","Suite of Food Security Indicators","124","Libya","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2382","F","FAO estimate",""
"FS","Suite of Food Security Indicators","126","Lithuania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2475","F","FAO estimate",""
"FS","Suite of Food Security Indicators","126","Lithuania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2460","F","FAO estimate",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2571","F","FAO estimate",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2577","F","FAO estimate",""
"FS","Suite of Food Security Indicators","129","Madagascar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2139","F","FAO estimate",""
"FS","Suite of Food Security Indicators","129","Madagascar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2154","F","FAO estimate",""
"FS","Suite of Food Security Indicators","130","Malawi","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2138","F","FAO estimate",""
"FS","Suite of Food Security Indicators","130","Malawi","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2167","F","FAO estimate",""
"FS","Suite of Food Security Indicators","131","Malaysia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2375","F","FAO estimate",""
"FS","Suite of Food Security Indicators","131","Malaysia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2381","F","FAO estimate",""
"FS","Suite of Food Security Indicators","132","Maldives","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2411","F","FAO estimate",""
"FS","Suite of Food Security Indicators","132","Maldives","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2482","F","FAO estimate",""
"FS","Suite of Food Security Indicators","133","Mali","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2084","F","FAO estimate",""
"FS","Suite of Food Security Indicators","133","Mali","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2181","F","FAO estimate",""
"FS","Suite of Food Security Indicators","134","Malta","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2534","F","FAO estimate",""
"FS","Suite of Food Security Indicators","134","Malta","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2523","F","FAO estimate",""
"FS","Suite of Food Security Indicators","136","Mauritania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2232","F","FAO estimate",""
"FS","Suite of Food Security Indicators","136","Mauritania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2241","F","FAO estimate",""
"FS","Suite of Food Security Indicators","137","Mauritius","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2427","F","FAO estimate",""
"FS","Suite of Food Security Indicators","137","Mauritius","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2440","F","FAO estimate",""
"FS","Suite of Food Security Indicators","138","Mexico","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2368","F","FAO estimate",""
"FS","Suite of Food Security Indicators","138","Mexico","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2381","F","FAO estimate",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2244","F","FAO estimate",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2255","F","FAO estimate",""
"FS","Suite of Food Security Indicators","141","Mongolia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2332","F","FAO estimate",""
"FS","Suite of Food Security Indicators","141","Mongolia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2307","F","FAO estimate",""
"FS","Suite of Food Security Indicators","273","Montenegro","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2482","F","FAO estimate",""
"FS","Suite of Food Security Indicators","273","Montenegro","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2480","F","FAO estimate",""
"FS","Suite of Food Security Indicators","143","Morocco","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2366","F","FAO estimate",""
"FS","Suite of Food Security Indicators","143","Morocco","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2369","F","FAO estimate",""
"FS","Suite of Food Security Indicators","144","Mozambique","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2124","F","FAO estimate",""
"FS","Suite of Food Security Indicators","144","Mozambique","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2139","F","FAO estimate",""
"FS","Suite of Food Security Indicators","28","Myanmar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2286","F","FAO estimate",""
"FS","Suite of Food Security Indicators","28","Myanmar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2303","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2252","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2256","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2218","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2247","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2575","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2577","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2318","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2331","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2480","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2482","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2280","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2292","F","FAO estimate",""
"FS","Suite of Food Security Indicators","158","Niger","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2098","F","FAO estimate",""
"FS","Suite of Food Security Indicators","158","Niger","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2107","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2156","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2183","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2511","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2504","F","FAO estimate",""
"FS","Suite of Food Security Indicators","162","Norway","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2545","F","FAO estimate",""
"FS","Suite of Food Security Indicators","162","Norway","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2550","F","FAO estimate",""
"FS","Suite of Food Security Indicators","221","Oman","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2501","F","FAO estimate",""
"FS","Suite of Food Security Indicators","221","Oman","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2502","F","FAO estimate",""
"FS","Suite of Food Security Indicators","165","Pakistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2235","F","FAO estimate",""
"FS","Suite of Food Security Indicators","165","Pakistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2244","F","FAO estimate",""
"FS","Suite of Food Security Indicators","299","Palestine","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2211","F","FAO estimate",""
"FS","Suite of Food Security Indicators","299","Palestine","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2228","F","FAO estimate",""
"FS","Suite of Food Security Indicators","166","Panama","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2289","F","FAO estimate",""
"FS","Suite of Food Security Indicators","166","Panama","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2297","F","FAO estimate",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2193","F","FAO estimate",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2208","F","FAO estimate",""
"FS","Suite of Food Security Indicators","169","Paraguay","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2354","F","FAO estimate",""
"FS","Suite of Food Security Indicators","169","Paraguay","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2365","F","FAO estimate",""
"FS","Suite of Food Security Indicators","170","Peru","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2289","F","FAO estimate",""
"FS","Suite of Food Security Indicators","170","Peru","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2309","F","FAO estimate",""
"FS","Suite of Food Security Indicators","171","Philippines","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2221","F","FAO estimate",""
"FS","Suite of Food Security Indicators","171","Philippines","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2240","F","FAO estimate",""
"FS","Suite of Food Security Indicators","173","Poland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2521","F","FAO estimate",""
"FS","Suite of Food Security Indicators","173","Poland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2509","F","FAO estimate",""
"FS","Suite of Food Security Indicators","174","Portugal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2491","F","FAO estimate",""
"FS","Suite of Food Security Indicators","174","Portugal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2493","F","FAO estimate",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2456","F","FAO estimate",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2481","F","FAO estimate",""
"FS","Suite of Food Security Indicators","179","Qatar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2707","F","FAO estimate",""
"FS","Suite of Food Security Indicators","179","Qatar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2695","F","FAO estimate",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2464","F","FAO estimate",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2463","F","FAO estimate",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2522","F","FAO estimate",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2512","F","FAO estimate",""
"FS","Suite of Food Security Indicators","183","Romania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2497","F","FAO estimate",""
"FS","Suite of Food Security Indicators","183","Romania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2491","F","FAO estimate",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2475","F","FAO estimate",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2453","F","FAO estimate",""
"FS","Suite of Food Security Indicators","184","Rwanda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2198","F","FAO estimate",""
"FS","Suite of Food Security Indicators","184","Rwanda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2209","F","FAO estimate",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2448","F","FAO estimate",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2450","F","FAO estimate",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2495","F","FAO estimate",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2504","F","FAO estimate",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2453","F","FAO estimate",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2467","F","FAO estimate",""
"FS","Suite of Food Security Indicators","244","Samoa","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2252","F","FAO estimate",""
"FS","Suite of Food Security Indicators","244","Samoa","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2335","F","FAO estimate",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2220","F","FAO estimate",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2238","F","FAO estimate",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2405","F","FAO estimate",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2422","F","FAO estimate",""
"FS","Suite of Food Security Indicators","195","Senegal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2224","F","FAO estimate",""
"FS","Suite of Food Security Indicators","195","Senegal","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2236","F","FAO estimate",""
"FS","Suite of Food Security Indicators","272","Serbia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2492","F","FAO estimate",""
"FS","Suite of Food Security Indicators","272","Serbia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2494","F","FAO estimate",""
"FS","Suite of Food Security Indicators","196","Seychelles","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2399","F","FAO estimate",""
"FS","Suite of Food Security Indicators","196","Seychelles","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2386","F","FAO estimate",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2202","F","FAO estimate",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2221","F","FAO estimate",""
"FS","Suite of Food Security Indicators","200","Singapore","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2505","F","FAO estimate",""
"FS","Suite of Food Security Indicators","200","Singapore","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2490","F","FAO estimate",""
"FS","Suite of Food Security Indicators","199","Slovakia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2553","F","FAO estimate",""
"FS","Suite of Food Security Indicators","199","Slovakia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2542","F","FAO estimate",""
"FS","Suite of Food Security Indicators","198","Slovenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2498","F","FAO estimate",""
"FS","Suite of Food Security Indicators","198","Slovenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2489","F","FAO estimate",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2158","F","FAO estimate",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2159","F","FAO estimate",""
"FS","Suite of Food Security Indicators","201","Somalia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2178","F","FAO estimate",""
"FS","Suite of Food Security Indicators","201","Somalia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2190","F","FAO estimate",""
"FS","Suite of Food Security Indicators","202","South Africa","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2403","F","FAO estimate",""
